chr	snpid	pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
23	scaffold23_1907262	1907262	1.90726e+06	0.1	33188.8	0.075	21262.3	0.44528	0.488229	0
23	scaffold23_1907269	1907269	1.90727e+06	0.275	26502.4	0.25	17571.3	0.410971	0.40796	0
23	scaffold23_1907278	1907278	1.90728e+06	0.175	25493	0.025	19089.7	0.289253	0.12319	0
23	scaffold23_1907547	1907547	1.90755e+06	0.375	27483.3	0.35	17566.1	0.44761	0.49368	0
23	scaffold23_1907569	1907569	1.90757e+06	0.275	41339.3	0.15	26592.4	0.441188	0.478655	0
23	scaffold23_1916278	1916278	1.91628e+06	0.325	41758.7	0.425	26572.9	0.452018	0.503993	0
23	scaffold23_1969708	1969708	1.96971e+06	0.025	56398.2	0.325	29897.6	0.634658	0.931295	0
23	scaffold23_2000226	2000226	2.00023e+06	0.525	30781.8	0.5	23530.6	0.268621	0.07492	0
23	scaffold23_2031578	2031578	2.03158e+06	0.55	25854.8	0.425	18523.5	0.333455	0.226605	0
23	scaffold23_2031587	2031587	2.03159e+06	0.55	25854.8	0.45	17862.5	0.369796	0.311628	0
23	scaffold23_2031824	2031824	2.03182e+06	0.35	18460.8	0.4	13897.9	0.283916	0.110704	0
23	scaffold23_2031879	2031879	2.03188e+06	0.25	19917.8	0.1	18036.1	0.0992374	-0.321368	0
23	scaffold23_2044785	2044785	2.04478e+06	0.125	19539.7	0.3	13117.6	0.398487	0.378753	0
23	scaffold23_2044950	2044950	2.04495e+06	0.125	19539.7	0.3	13117.7	0.398487	0.378753	0
23	scaffold23_2044996	2044996	2.045e+06	0.35	17724.3	0.4	12570.6	0.343577	0.250286	0
23	scaffold23_2049365	2049365	2.04936e+06	0.1	15352.8	0.1	10751.3	0.35627	0.279982	0
24	scaffold24_45785	45785	45785	0.525	53178.2	0.225	28416.5	0.626678	0.912625	0
24	scaffold24_46903	46903	46903	0	63613.5	0.1	35904.4	0.571966	0.784622	0
24	scaffold24_78808	78808	78808	0.525	58184.9	0.15	39312.1	0.392095	0.363798	0
24	scaffold24_103209	103209	103209	0	94794	0.325	36089.9	0.965692	1.70578	0
24	scaffold24_103210	103210	103210	0	94794	0.325	36089.9	0.965692	1.70578	0
24	scaffold24_166072	166072	166072	0	94794	0.2	34642.8	1.00662	1.80153	0
24	scaffold24_166093	166093	166093	1	94794	0.375	26611.8	1.27035	1.80153	0
24	scaffold24_166121	166121	166121	0	94794	0.2	33596	1.0373	1.87331	0
24	scaffold24_166138	166138	166138	0	94794	0.2	33596	1.0373	1.87331	0
24	scaffold24_223461	223461	223461	0	94794	0.275	31659.3	1.09668	2.01224	1
24	scaffold24_223466	223466	223466	0.95	88560.4	0.3	25964.5	1.22696	2.31704	1
24	scaffold24_223474	223474	223474	0	91082	0.2	32468.1	1.0315	1.85974	0
24	scaffold24_223715	223715	223715	0	91082	0.2	32468.1	1.0315	1.85974	0
24	scaffold24_223724	223724	223724	0	91082	0.2	32468.1	1.0315	1.85974	0
24	scaffold24_223729	223729	223729	0	91082	0.2	32468.1	1.0315	1.85974	0
24	scaffold24_347440	347440	347440	0	91082	0.1	32809.9	1.02103	1.83525	0
24	scaffold24_347447	347447	347447	0	91082	0.3	23075.4	1.37299	2.65869	1
24	scaffold24_347475	347475	347475	0.55	56195	0.3	15989.6	1.25689	2.38706	1
24	scaffold24_347486	347486	347486	0	58129.1	0.275	17435.9	1.20413	2.26362	1
24	scaffold24_347492	347492	347492	0	58129.1	0.375	17435.3	1.20417	2.26372	1
24	scaffold24_347498	347498	347498	0.4	55673.5	0.2	16114.5	1.23979	2.34705	1
24	scaffold24_347511	347511	347511	0	56328.4	0.375	17087.1	1.19287	2.23728	1
24	scaffold24_347528	347528	347528	0	56328.4	0.25	17362.9	1.17686	2.19982	1
24	scaffold24_347744	347744	347744	0.425	56235.7	0.275	21933.8	0.941524	1.64924	0
24	scaffold24_347783	347783	347783	0.025	63945.2	0.125	31088.2	0.721197	1.13376	0
24	scaffold24_347784	347784	347784	0.025	63945.2	0.125	31088.2	0.721197	1.13376	0
24	scaffold24_399239	399239	399239	0.4	44677.6	0.2	31420.1	0.352024	0.270049	0
24	scaffold24_418720	418720	418720	0.4	38986.2	0.4	23662.4	0.499323	0.614667	0
24	scaffold24_420769	420769	420769	0.5	37453	0.5	20894.6	0.583597	0.811834	0
24	scaffold24_420782	420782	420782	0.5	16184.4	0.5	16779.8	-0.0361284	-0.638068	0
24	scaffold24_420804	420804	420804	0.225	23154.2	0.175	22558.8	0.0260499	-0.492596	0
24	scaffold24_519350	519350	519350	0.525	25262.6	0.4	20437.5	0.211955	-0.0576551	0
24	scaffold24_519528	519528	519528	0.55	27835.1	0.35	20181	0.321555	0.198764	0
24	scaffold24_519536	519536	519536	0.575	27456	0.4	20405.9	0.296761	0.140756	0
24	scaffold24_519581	519581	519581	0.55	27726	0.4	20405.9	0.306547	0.163651	0
24	scaffold24_532330	532330	532330	0.025	29630.8	0.2	18070.4	0.494541	0.603479	0
24	scaffold24_532352	532352	532352	0.575	23362	0.4	13974.4	0.513884	0.648734	0
24	scaffold24_532599	532599	532599	0.025	23222.6	0.2	13994.6	0.506453	0.631349	0
24	scaffold24_532606	532606	532606	0.55	23210.5	0.225	13994.7	0.505927	0.630118	0
24	scaffold24_534003	534003	534003	0	27920.9	0.1	15517.6	0.587399	0.820729	0
24	scaffold24_534015	534015	534015	0	27920.9	0.1	15517.6	0.587399	0.820729	0
24	scaffold24_534061	534061	534061	0	27920.9	0.15	15407.7	0.594509	0.837363	0
24	scaffold24_534337	534337	534337	0.025	27261.1	0.175	14988.7	0.598161	0.845907	0
24	scaffold24_534356	534356	534356	0	28195.5	0.125	15088.4	0.625238	0.909256	0
24	scaffold24_534404	534404	534404	0	28195.5	0.125	15088.4	0.625238	0.909256	0
24	scaffold24_534547	534547	534547	0.425	24779.8	0.2	11355.7	0.780312	1.27207	0
24	scaffold24_534562	534562	534562	0	27074.9	0.15	13350.3	0.707067	1.1007	0
24	scaffold24_534577	534577	534577	0.45	26083.2	0.275	13275.7	0.675353	1.0265	0
24	scaffold24_534758	534758	534758	0.025	36648.2	0.075	19668.9	0.622327	0.902446	0
24	scaffold24_534772	534772	534772	0	38595.8	0.125	22977.7	0.518619	0.659812	0
24	scaffold24_534926	534926	534926	0	38595.8	0.125	22977.7	0.518619	0.659812	0
24	scaffold24_534952	534952	534952	0	38595.8	0.125	22977.7	0.518619	0.659812	0
24	scaffold24_534958	534958	534958	0.025	38541.3	0.2	22925.5	0.519481	0.661829	0
24	scaffold24_534975	534975	534975	0	38542	0.125	22927	0.519432	0.661714	0
24	scaffold24_534987	534987	534987	0.025	38541.3	0.2	23117.7	0.511133	0.642298	0
24	scaffold24_693152	693152	693152	0.575	32950	0.25	25413.7	0.259701	0.0540509	0
24	scaffold24_693178	693178	693178	0.1	39942.4	0.3	28984	0.320696	0.196754	0
24	scaffold24_693189	693189	693189	0.225	36830.5	0.1	32992.7	0.11004	-0.296094	0
24	scaffold24_693207	693207	693207	0.225	36830.5	0.1	32992.7	0.11004	-0.296094	0
24	scaffold24_693476	693476	693476	0.1	54894.6	0.225	40036.7	0.315618	0.184874	0
24	scaffold24_818376	818376	818376	0.125	60221.1	0.05	56197.6	0.0691474	-0.391766	0
24	scaffold24_852778	852778	852778	0.075	62258.4	0.125	53100.1	0.159114	-0.181281	0
24	scaffold24_901963	901963	901963	0.55	45493.8	0.375	38494.9	0.16705	-0.162714	0
24	scaffold24_902151	902151	902151	0.075	63731	0.1	47717.4	0.289375	0.123476	0
24	scaffold24_1044051	1044051	1.04405e+06	0.05	66732.4	0.375	39026.4	0.536454	0.701539	0
24	scaffold24_1053408	1053408	1.05341e+06	0.325	49130.1	0.2	46430.2	0.0565223	-0.421303	0
24	scaffold24_1053425	1053425	1.05342e+06	0.1	49847.1	0.05	50663.9	-0.0162536	-0.591569	0
24	scaffold24_1062510	1062510	1.06251e+06	0.15	50304.2	0.05	50545.3	-0.00478094	-0.564728	0
24	scaffold24_1062675	1062675	1.06268e+06	0.35	52143.9	0.15	49695.8	0.0480874	-0.441038	0
24	scaffold24_1062693	1062693	1.06269e+06	0.35	52143.9	0.15	49695.8	0.0480874	-0.441038	0
24	scaffold24_1062714	1062714	1.06271e+06	0.35	52143.9	0.15	49695.8	0.0480874	-0.441038	0
24	scaffold24_1078704	1078704	1.0787e+06	0.2	74279.7	0.125	55425.9	0.29279	0.131465	0
24	scaffold24_1093915	1093915	1.09392e+06	0.025	91926.7	0.25	47784.9	0.654283	0.97721	0
24	scaffold24_1119548	1119548	1.11955e+06	0	93830.9	0.175	46176.9	0.709014	1.10526	0
24	scaffold24_1123816	1123816	1.12382e+06	0.05	86889.2	0.05	51319	0.526573	0.678421	0
24	scaffold24_1129433	1129433	1.12943e+06	0.125	76016.9	0.325	38689.1	0.675397	1.02661	0
24	scaffold24_1158317	1158317	1.15832e+06	0.15	74467.7	0.075	46965.9	0.460944	0.524876	0
24	scaffold24_1160888	1160888	1.16089e+06	0.075	80992.9	0.075	46925.8	0.545794	0.72339	0
24	scaffold24_1160925	1160925	1.16092e+06	0.075	80992.9	0.075	46925.8	0.545794	0.72339	0
24	scaffold24_1161109	1161109	1.16111e+06	0.075	79158.4	0.05	46852.5	0.524446	0.673445	0
24	scaffold24_1161166	1161166	1.16117e+06	0.075	81287.6	0.075	46914	0.549678	0.732477	0
24	scaffold24_1162343	1162343	1.16234e+06	0	85192.4	0.175	42683.5	0.6911	1.06335	0
24	scaffold24_1227808	1227808	1.22781e+06	0.375	55810.3	0.375	32266.3	0.547934	0.728397	0
24	scaffold24_1228154	1228154	1.22815e+06	0	67059.3	0.4	27298.4	0.898749	1.54916	0
24	scaffold24_1228332	1228332	1.22833e+06	0	67077.5	0.125	31532.8	0.754822	1.21243	0
24	scaffold24_1246924	1246924	1.24692e+06	0.525	42064.8	0.375	25191.7	0.512698	0.645959	0
24	scaffold24_1254236	1254236	1.25424e+06	0	56924.3	0.1	27138.2	0.740779	1.17957	0
24	scaffold24_1254481	1254481	1.25448e+06	0	55428.1	0.175	25934	0.75953	1.22344	0
24	scaffold24_1258394	1258394	1.25839e+06	0.025	53783.1	0.175	24947.6	0.768182	1.24369	0
24	scaffold24_1258414	1258414	1.25841e+06	0.2	40643.6	0.35	21054.3	0.657739	0.985295	0
24	scaffold24_1258595	1258595	1.2586e+06	0.225	40397.3	0.225	26082.1	0.437514	0.47006	0
24	scaffold24_1282121	1282121	1.28212e+06	0.05	47964.3	0.075	33076.6	0.371631	0.315921	0
24	scaffold24_1282163	1282163	1.28216e+06	0.025	47120.5	0.175	29097.8	0.482044	0.574242	0
24	scaffold24_1282180	1282180	1.28218e+06	0.025	47120.5	0.075	31665.8	0.39747	0.376373	0
24	scaffold24_1331929	1331929	1.33193e+06	0.3	29230.4	0.275	25292.4	0.144705	-0.214992	0
24	scaffold24_1331971	1331971	1.33197e+06	0.4	19792.4	0.2	17512.3	0.122392	-0.267195	0
24	scaffold24_1331974	1331974	1.33197e+06	0.2	18079.2	0.125	16817	0.07237	-0.384226	0
24	scaffold24_1332188	1332188	1.33219e+06	0.15	13805.1	0.075	17586.4	-0.242088	-1.11993	0
24	scaffold24_1332221	1332221	1.33222e+06	0.225	15609.3	0.275	17103.4	-0.0914089	-0.767401	0
24	scaffold24_1332227	1332227	1.33223e+06	0.425	20024.7	0.225	23940.5	-0.178606	-0.971406	0
24	scaffold24_1466980	1466980	1.46698e+06	0	27806.7	0.175	23878.7	0.15229	-0.197247	0
24	scaffold24_1466999	1466999	1.467e+06	0.15	22156.6	0.175	19964.2	0.104196	-0.309767	0
24	scaffold24_1467004	1467004	1.467e+06	0.275	14420.8	0.475	14429.2	-0.000586011	-0.554913	0
24	scaffold24_1467021	1467021	1.46702e+06	0.2	13747.2	0.275	13780.4	-0.00241403	-0.55919	0
24	scaffold24_1467051	1467051	1.46705e+06	0.2	13747.2	0.275	13780.4	-0.00241403	-0.55919	0
24	scaffold24_1467062	1467062	1.46706e+06	0.55	12779.5	0.35	13803.8	-0.0771051	-0.733936	0
24	scaffold24_1467063	1467063	1.46706e+06	0	13437.6	0.175	14323.1	-0.0638205	-0.702856	0
24	scaffold24_1467204	1467204	1.4672e+06	0.225	12280.1	0.425	12829.1	-0.0437391	-0.655874	0
24	scaffold24_1467210	1467210	1.46721e+06	0	15171.6	0.175	14517.1	0.0441009	-0.450364	0
24	scaffold24_1467279	1467279	1.46728e+06	0.125	14991.4	0.2	16712.9	-0.108707	-0.807872	0
24	scaffold24_1467280	1467280	1.46728e+06	0.2	16033.5	0.175	17542	-0.0899169	-0.763911	0
24	scaffold24_1467284	1467284	1.46728e+06	0.15	18412.2	0.25	20552.5	-0.109966	-0.810817	0
24	scaffold24_1467287	1467287	1.46729e+06	0.175	22187.9	0	30663.3	-0.323521	-1.31045	0
24	scaffold24_1583244	1583244	1.58324e+06	0.35	21874.2	0.375	25005.7	-0.133797	-0.866572	0
24	scaffold24_1583493	1583493	1.58349e+06	0.275	26581.7	0.1	34870.1	-0.271409	-1.18853	0
24	scaffold24_1765709	1765709	1.76571e+06	0.125	33579.3	0.35	29960.6	0.114028	-0.286764	0
24	scaffold24_1765929	1765929	1.76593e+06	0.1	33480.9	0.1	32305.8	0.0357298	-0.469949	0
24	scaffold24_1765950	1765950	1.76595e+06	0.025	38451.9	0.2	35882.1	0.0691719	-0.391709	0
24	scaffold24_1765951	1765951	1.76595e+06	0.175	34642.3	0.025	46958.4	-0.304185	-1.26521	0
24	scaffold24_1840246	1840246	1.84025e+06	0.2	32781.9	0.025	45985.9	-0.338459	-1.3454	0
24	scaffold24_1864607	1864607	1.86461e+06	0.1	30705.2	0.075	41674.5	-0.305458	-1.26819	0
25	scaffold25_7897	7897	7897	0.35	3332.22	0.225	1587.75	0.741319	1.18084	0
25	scaffold25_7899	7899	7899	0.375	3652.38	0.475	1915.2	0.645556	0.956792	0
25	scaffold25_7902	7902	7902	0.375	3652.38	0.475	1915.2	0.645556	0.956792	0
25	scaffold25_7993	7993	7993	0	6756.31	0.275	2969.45	0.8221	1.36983	0
25	scaffold25_7996	7996	7996	0.55	6719.3	0.325	3669.6	0.6049	0.861674	0
25	scaffold25_8003	8003	8003	0.125	6718.84	0.35	5313.25	0.234713	-0.00441074	0
25	scaffold25_8026	8026	8026	0.35	8725.91	0.275	9485.85	-0.0835051	-0.74891	0
25	scaffold25_8250	8250	8250	0.35	8725.91	0.275	9485.85	-0.0835051	-0.74891	0
25	scaffold25_50867	50867	50867	0.3	9169.33	0.275	9529.08	-0.0384838	-0.643578	0
25	scaffold25_50889	50889	50889	0.225	6462.91	0.3	5459.83	0.168661	-0.158945	0
25	scaffold25_50914	50914	50914	0.225	6462.91	0.3	5459.83	0.168661	-0.158945	0
25	scaffold25_51065	51065	51065	0.125	6309.49	0.025	5454.2	0.145669	-0.212737	0
25	scaffold25_51069	51069	51069	0.275	6266.51	0.2	5236.77	0.179515	-0.133551	0
25	scaffold25_51072	51072	51072	0.5	3046.65	0.5	2601.78	0.157847	-0.184245	0
25	scaffold25_51099	51099	51099	0.3	4241.75	0.3	3870.3	0.0916435	-0.339134	0
25	scaffold25_51105	51105	51105	0.225	4271.19	0.3	4605.4	-0.0753366	-0.729799	0
25	scaffold25_51121	51121	51121	0.15	5085.8	0.125	7008.3	-0.320642	-1.30371	0
25	scaffold25_51138	51138	51138	0.275	6163.65	0.225	8731.74	-0.348295	-1.36841	0
25	scaffold25_51148	51148	51148	0.1	8871.14	0.05	12316.9	-0.328172	-1.32133	0
25	scaffold25_51159	51159	51159	0.25	8774.82	0	13229.1	-0.410533	-1.51402	0
25	scaffold25_53027	53027	53027	0.2	12390.6	0.35	11793.5	0.0493911	-0.437987	0
25	scaffold25_53045	53045	53045	0.125	17851.1	0.025	21406	-0.18161	-0.978435	0
25	scaffold25_155355	155355	155355	0.05	19339	0.05	20944.3	-0.0797416	-0.740105	0
25	scaffold25_155356	155356	155356	0.1	16100.8	0.125	17398.8	-0.0775352	-0.734943	0
25	scaffold25_155585	155585	155585	0.3	11708	0.2	13466.5	-0.139932	-0.880925	0
25	scaffold25_155602	155602	155602	0.05	11661.2	0.1	13432.1	-0.141385	-0.884325	0
25	scaffold25_155615	155615	155615	0.15	9079.48	0.1	11934.8	-0.273445	-1.19329	0
25	scaffold25_155619	155619	155619	0.3	9812.42	0.2	12592.3	-0.249438	-1.13712	0
25	scaffold25_155623	155623	155623	0.1	14807.6	0.15	12455.2	0.173009	-0.148773	0
25	scaffold25_155632	155632	155632	0.1	14807.6	0.025	13523.1	0.0907414	-0.341245	0
25	scaffold25_155682	155682	155682	0.45	14148.8	0.3	12014	0.163559	-0.170882	0
25	scaffold25_166188	166188	166188	0.075	16826.2	0.025	13867.3	0.193404	-0.101057	0
25	scaffold25_166235	166235	166235	0.35	15224.6	0.175	12122.7	0.227828	-0.0205188	0
25	scaffold25_166237	166237	166237	0.15	23037.1	0.15	12336.6	0.624537	0.907616	0
25	scaffold25_166458	166458	166458	0	28155.9	0.125	11190.9	0.922652	1.60508	0
25	scaffold25_166462	166462	166462	0.35	24823.5	0.275	11132.4	0.80193	1.32264	0
25	scaffold25_166579	166579	166579	0.3	31186.9	0.2	13405.6	0.844322	1.42182	0
25	scaffold25_170178	170178	170178	0.075	50568.7	0.425	14177.3	1.27169	2.42169	1
25	scaffold25_170207	170207	170207	0.075	50568.7	0.425	14177.3	1.27169	2.42169	1
25	scaffold25_170238	170238	170238	0.075	50568.7	0.425	14200.5	1.27006	2.41787	1
25	scaffold25_170246	170246	170246	0.075	50568.4	0.425	14132.1	1.27488	2.42915	1
25	scaffold25_170256	170256	170256	0.075	50568.4	0.425	14132.1	1.27488	2.42915	1
25	scaffold25_170263	170263	170263	0.075	50568.4	0.425	14132.1	1.27488	2.42915	1
25	scaffold25_170458	170458	170458	0.075	50568.4	0.425	17812.1	1.04345	1.8877	0
25	scaffold25_170460	170460	170460	0.075	50568.4	0.425	17812.1	1.04345	1.8877	0
25	scaffold25_170487	170487	170487	0.075	50568.4	0.45	18549.3	1.00289	1.79281	0
25	scaffold25_170490	170490	170490	0.075	50568.4	0.45	18549.3	1.00289	1.79281	0
25	scaffold25_170491	170491	170491	0.075	50568.4	0.45	18549.3	1.00289	1.79281	0
25	scaffold25_227901	227901	227901	0	56375.2	0.225	26577	0.751984	1.20579	0
25	scaffold25_280994	280994	280994	0	57582.1	0.275	25554	0.812418	1.34718	0
25	scaffold25_281258	281258	281258	0.65	36949.2	0.45	20929.9	0.568364	0.776195	0
25	scaffold25_353695	353695	353695	0.275	36823.9	0.325	21458.3	0.540035	0.709917	0
25	scaffold25_353704	353704	353704	0.275	36823.9	0.325	21458.3	0.540035	0.709917	0
25	scaffold25_353705	353705	353705	0.15	26941.6	0.075	18029.5	0.401665	0.386188	0
25	scaffold25_353964	353964	353964	0.275	30600	0.325	19546.1	0.448225	0.495119	0
25	scaffold25_353988	353988	353988	0.3	29019.8	0.325	19546.1	0.395202	0.371067	0
25	scaffold25_354001	354001	354001	0.275	29424	0.325	19546.1	0.409034	0.403428	0
25	scaffold25_365526	365526	365526	0.25	23641.1	0.425	12610.6	0.628449	0.916769	0
25	scaffold25_365541	365541	365541	0.1	21777.5	0.1	10610	0.71908	1.12881	0
25	scaffold25_365544	365544	365544	0.35	18635.6	0.45	6501.4	1.05306	1.91018	0
25	scaffold25_365546	365546	365546	0.275	19341.6	0.375	6804.19	1.04472	1.89067	0
25	scaffold25_365555	365555	365555	0.25	17449.1	0.375	6091.42	1.05241	1.90866	0
25	scaffold25_365579	365579	365579	0.175	17461.6	0.3	6105.48	1.05082	1.90494	0
25	scaffold25_365583	365583	365583	0.35	14023.9	0.45	5662.2	0.906948	1.56834	0
25	scaffold25_365585	365585	365585	0.075	19765.1	0.275	7206.97	1.00887	1.8068	0
25	scaffold25_365594	365594	365594	0.225	20074.9	0.425	10588.2	0.639728	0.943157	0
25	scaffold25_365599	365599	365599	0.25	20075	0.425	10588.2	0.639735	0.943173	0
25	scaffold25_365737	365737	365737	0.225	20624.6	0.425	10588.2	0.666746	1.00637	0
25	scaffold25_365815	365815	365815	0.225	20624.6	0.425	10588.2	0.666746	1.00637	0
25	scaffold25_377787	377787	377787	0.1	20418.2	0.175	11712.5	0.555772	0.746735	0
25	scaffold25_377847	377847	377847	0.125	19644.7	0.25	9723.28	0.703282	1.09185	0
25	scaffold25_378021	378021	378021	0.15	19288	0.325	9529.95	0.705045	1.09597	0
25	scaffold25_378055	378055	378055	0.025	18692	0.15	8337.65	0.807312	1.33523	0
25	scaffold25_378056	378056	378056	0.15	20913	0.325	10894	0.652157	0.972236	0
25	scaffold25_378057	378057	378057	0.275	19998.2	0.225	13383.4	0.401629	0.386104	0
25	scaffold25_459171	459171	459171	0.225	21124.4	0.475	11754.2	0.586219	0.817968	0
25	scaffold25_459178	459178	459178	0.225	19867.5	0.475	6187.21	1.1666	2.17582	1
25	scaffold25_459181	459181	459181	0.225	19867.5	0.475	6187.21	1.1666	2.17582	1
25	scaffold25_459187	459187	459187	0.225	19878.4	0.475	6225.47	1.16099	2.16269	1
25	scaffold25_459192	459192	459192	0	19954	0.2	5371.59	1.31231	2.51672	1
25	scaffold25_459210	459210	459210	0	19954	0.2	5371.59	1.31231	2.51672	1
25	scaffold25_459223	459223	459223	0.05	18119.4	0.1	5072.24	1.2732	2.42522	1
25	scaffold25_459430	459430	459430	0.225	12895	0.225	3266.88	1.373	2.65871	1
25	scaffold25_459446	459446	459446	0	16993.4	0.125	3989.21	1.44923	2.83706	1
25	scaffold25_459452	459452	459452	0.175	16660.1	0.4	4082.25	1.40637	2.73678	1
25	scaffold25_459478	459478	459478	0.225	16742.1	0.475	4189.85	1.38526	2.68739	1
25	scaffold25_459479	459479	459479	0.225	16742.1	0.475	4189.85	1.38526	2.68739	1
25	scaffold25_459484	459484	459484	0.25	19855	0.475	7782.5	0.93658	1.63767	0
25	scaffold25_459517	459517	459517	0.025	25529.6	0.275	10135.5	0.923794	1.60775	0
25	scaffold25_468673	468673	468673	0.175	23570.4	0.375	12333.2	0.647695	0.961797	0
25	scaffold25_468703	468703	468703	0	29410.8	0.1	18375.1	0.470364	0.546915	0
25	scaffold25_468726	468726	468726	0.025	28793.1	0.2	17819.7	0.479834	0.569071	0
25	scaffold25_468752	468752	468752	0.1	26260.4	0	24700.1	0.0612538	-0.410234	0
25	scaffold25_641443	641443	641443	0.55	19105	0.3	19110.4	-0.00027922	-0.554195	0
25	scaffold25_641518	641518	641518	0.55	19105	0.3	19110.4	-0.00027922	-0.554195	0
25	scaffold25_641690	641690	641690	0.025	22515.5	0.1	21599.3	0.0415439	-0.456347	0
25	scaffold25_641708	641708	641708	0.25	20086.8	0.1	19158.9	0.047297	-0.442887	0
25	scaffold25_641734	641734	641734	0.025	20091.4	0.1	19157.7	0.0475889	-0.442204	0
25	scaffold25_641737	641737	641737	0.25	20832.4	0.1	22199.2	-0.0635473	-0.702217	0
25	scaffold25_675119	675119	675119	0	26527	0.125	21073.3	0.230154	-0.0150769	0
25	scaffold25_675120	675120	675120	0.275	16158.5	0.1	17187.5	-0.0617338	-0.697974	0
25	scaffold25_675148	675148	675148	0.425	9733.32	0.4	10006.3	-0.0276619	-0.61826	0
25	scaffold25_675175	675175	675175	0.05	10216.6	0.15	10246.3	-0.0029057	-0.56034	0
25	scaffold25_675380	675380	675380	0.05	9903.9	0.175	10258.8	-0.0352048	-0.635907	0
25	scaffold25_675389	675389	675389	0.05	9903.9	0.15	10661.9	-0.0737483	-0.726083	0
25	scaffold25_675437	675437	675437	0.1	9514.84	0.075	10667.4	-0.114337	-0.821044	0
25	scaffold25_675446	675446	675446	0.575	6238.55	0.4	7171.4	-0.139352	-0.879568	0
25	scaffold25_675462	675462	675462	0.1	10021	0	14362.8	-0.359961	-1.3957	0
25	scaffold25_675466	675466	675466	0.05	12404.4	0.05	14358.5	-0.146286	-0.895791	0
25	scaffold25_675469	675469	675469	0.15	12274.2	0.325	14386.8	-0.158814	-0.925101	0
25	scaffold25_675470	675470	675470	0.25	15408.8	0	23112	-0.405417	-1.50205	0
25	scaffold25_833749	833749	833749	0.1	19413.2	0.2	19581.4	-0.00862828	-0.573729	0
25	scaffold25_833759	833759	833759	0.65	12733.9	0.45	15460.2	-0.194001	-1.00742	0
25	scaffold25_834026	834026	834026	0.125	15641.7	0.175	20133.8	-0.252454	-1.14418	0
25	scaffold25_843094	843094	843094	0.65	12750	0.3	18892.3	-0.393224	-1.47352	0
25	scaffold25_843150	843150	843150	0.45	15701.7	0.125	24641.9	-0.450677	-1.60794	0
25	scaffold25_843152	843152	843152	0.45	15701.7	0.125	24641.9	-0.450677	-1.60794	0
25	scaffold25_903374	903374	903374	0.15	19414.9	0.1	24413.7	-0.229104	-1.08955	0
25	scaffold25_903379	903379	903379	0	19419.7	0.125	19023.3	0.0206278	-0.505282	0
25	scaffold25_903380	903380	903380	0.15	15816.7	0.125	14519.3	0.0855832	-0.353313	0
25	scaffold25_903397	903397	903397	0	15822.5	0.125	14524.4	0.0856031	-0.353266	0
25	scaffold25_903406	903406	903406	0.15	15816.5	0.1	14556.7	0.083002	-0.359352	0
25	scaffold25_903413	903413	903413	0.125	15702.8	0	14593	0.0732968	-0.382058	0
25	scaffold25_903428	903428	903428	0	15705.6	0.125	11023.1	0.354025	0.27473	0
25	scaffold25_903429	903429	903429	0.15	15702.8	0.1	12149.1	0.256586	0.0467631	0
25	scaffold25_903430	903430	903430	0.175	15536.6	0.125	12574.7	0.211513	-0.0586892	0
25	scaffold25_903604	903604	903604	0.15	14515.5	0.075	13433.6	0.0774605	-0.372317	0
25	scaffold25_903606	903606	903606	0.425	10394.2	0.05	11899.5	-0.135254	-0.869981	0
25	scaffold25_903614	903614	903614	0.3	10918.5	0.2	11334.5	-0.037391	-0.641022	0
25	scaffold25_903635	903635	903635	0.45	12660.2	0.05	14753	-0.152986	-0.911466	0
25	scaffold25_903671	903671	903671	0.125	21286.7	0	16234.3	0.270953	0.0803759	0
25	scaffold25_903672	903672	903672	0.125	21286.7	0	16234.3	0.270953	0.0803759	0
25	scaffold25_903673	903673	903673	0	24334.7	0.125	16192.3	0.407369	0.399533	0
25	scaffold25_908486	908486	908486	0.075	23722.1	0.25	16393.2	0.369542	0.311033	0
25	scaffold25_908497	908497	908497	0.075	23047.8	0.2	16891	0.310789	0.173576	0
25	scaffold25_1055188	1055188	1.05519e+06	0.125	20851.3	0.05	18848.6	0.100978	-0.317295	0
25	scaffold25_1055189	1055189	1.05519e+06	0	20862	0.175	12725.7	0.494311	0.602941	0
25	scaffold25_1055214	1055214	1.05521e+06	0.375	10429.4	0.375	6356.23	0.495194	0.605007	0
25	scaffold25_1055221	1055221	1.05522e+06	0.3	5753.88	0.05	5633.81	0.0210885	-0.504204	0
25	scaffold25_1055225	1055225	1.05522e+06	0.125	5654.18	0	6550.85	-0.1472	-0.897929	0
25	scaffold25_1055230	1055230	1.05523e+06	0	6125.31	0.175	6545.55	-0.0663555	-0.708787	0
25	scaffold25_1055237	1055237	1.05524e+06	0.475	4919.11	0.325	5396.4	-0.0926036	-0.770196	0
25	scaffold25_1055243	1055243	1.05524e+06	0	6365.65	0.175	6056.74	0.0497455	-0.437158	0
25	scaffold25_1055389	1055389	1.05539e+06	0	6364.87	0.3	5499.78	0.146087	-0.211759	0
25	scaffold25_1055406	1055406	1.05541e+06	0	6365.38	0.175	6210.04	0.0247073	-0.495737	0
25	scaffold25_1055411	1055411	1.05541e+06	0.3	5043.26	0.225	5446.66	-0.076949	-0.733571	0
25	scaffold25_1055417	1055417	1.05542e+06	0.275	5506.76	0.3	6178.95	-0.115172	-0.822997	0
